Family,Genus,Species,Authority,Chromosome number,Ploidy level,Estimation method,Voucher,1C (pg),Original Reference,Lifecycle,Group,Paper,Name,History of Polyploidy,Repeated Sample,Non-multiple,Minimum,Missing Data,Possible Hybrid,Both,Chromploid
ARACEAE,Arum,concinnatum,Schott,,,FC:PI,N,11.96,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Arum_concinnatum,,,,1,,,,0
ARACEAE,Arum,cylindraceum,Gasp.,,,FC:PI,N,4.53,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Arum_cylindraceum,,,,1,,,,0
ARACEAE,Arum,dioscoridis,(Schott) Engl.,,,FC:PI,N,10.59,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Arum_dioscoridis,,,,1,,,,0
ARACEAE,Arum,hygrophilum,Boiss.,,,FC:PI,N,10.43,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Arum_hygrophilum,,,,1,,,,0
ARACEAE,Arum,italicum,Mill.,,,FC:PI,N,12.63,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Arum_italicum,,,,1,,,,0
ARACEAE,Arum,maculatum,L.,56,8,Fe,?,10.93,"Bennett and Smith, 1976 (Ref. 2)",P,Monocot,1976,Arum_maculatum,,,,1,,,1,1
ROSACEAE,Aruncus,dioicus,(Walter) Fernald,18,2,FC:PI,Y,0.17,"Temsch et al., 2010 (Ref. 627)",P,Eudicot,2012,Aruncus_dioicus,,,,1,,,1,1
POACEAE,Arundo,donax,,,,FC:PI,N,2.8,"Zonneveld et al., 2005 (Ref. 466)",P,Monocot,2005b,Arundo_donax,,,,1,,,,0
ARISTOLOCHIACEAE,Asarum,caudatum,Lindl.,26,2,FC:PI,Y,4.65,"Bharathan et al., 1994 (Ref. 272)",P,Basal Angiosperm,1997,Asarum_caudatum,,,,1,,,1,1
ARISTOLOCHIACEAE,Asarum,europaeum,L.,26,2,FC:PI,Y,6.65,"Temsch et al., 2010 (Ref. 627)",P,Basal Angiosperm,2012,Asarum_europaeum,,,,1,,,1,1
ARISTOLOCHIACEAE,Asarum,splendens,(Maekawa) C.Y.Cheng & C.S.Yang,,,FC:PI,N,8.95,"Zonneveld et al., 2005 (Ref. 466)",P,Basal Angiosperm,2005b,Asarum_splendens,,,,1,,,,0
APOCYNACEAE,Asclepias,syriaca,,,2,FC:PI,Y,0.42,"Kubesovö et al., 2010 (Ref. 630)",P,Eudicot,2012,Asclepias_syriaca,,,,1,,,,0
ANNONACEAE,Asimina,triloba,(L.) Dun.,,,Fe,Y,0.8,"Morawetz and Samuel, 1998 (Ref. 341)",P,Basal Angiosperm,2000,Asimina_triloba,,,,1,,,,0
ASTERACEAE,Askellia,karelinii,Popov & Schischk. ex Czerep.,14,2,FC:PI,Y,6.78,"Enke et al., 2011 (Ref. 670)",P,Eudicot,2012,Askellia_karelinii,,,,1,,,1,1
ASPARAGACEAE,Asparagus,acutifolius,L.,,,FC:PI,N,2.65,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Asparagus_acutifolius,,,,1,,,,0
ASPARAGACEAE,Asparagus,densiflorus,(Kunth) Jessop,,,FC:PI,N,2.18,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Asparagus_densiflorus,,,,1,,,,0
ASPARAGACEAE,Asparagus,officinalis,L.,20,2,FC:PI,N,1.35,"Arumuganathan and Earle, 1991 (Ref. 227)",P,Monocot,1995,Asparagus_officinalis,,,,1,,,1,1
ASPARAGACEAE,Asparagus,tenuifolius,Lam.,,,FC:PI,N,1.53,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Asparagus_tenuifolius,,,,1,,,,0
ASPARAGACEAE,Asparagus,umbellatus,Link,20,2,FC:PI,,1.28,"Suda et al., 2003 (Ref. 477)",P,Monocot,2011,Asparagus_umbellatus,,,,1,,,1,1
XANTHORRHOEACEAE,Asphodeline,lutea,Reichb.,,,FC:PI,N,5.25,"Zonneveld et al., 2005 (Ref. 466)",P,Monocot,2005b,Asphodeline_lutea,,,,1,,,,0
XANTHORRHOEACEAE,Asphodelus,albus,Mill.,28,2,FC:PI,Y,3.63,"Siljak-Yakovlev et al., 2010 (Ref. 634)",P,Monocot,2012,Asphodelus_albus,,,,1,,,1,1
XANTHORRHOEACEAE,Asphodelus,microcarpus,Viv.,,,FC:PI,N,3.34,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Asphodelus_microcarpus,,,,1,,,,0
ASPARAGACEAE,Aspidistra,elatior,Blume,,,FC:PI,Y,17.9,"Bharathan et al., 1994 (Ref. 272)",P,Monocot,1997,Aspidistra_elatior,,,,1,,,,0
ASTELIACEAE,Astelia,fragrans,Colenso,,8,FC:PI,N,1.27,"Hanson et al., 2003 (Ref. 380)",P,Monocot,2005a,Astelia_fragrans,,,,1,,,,0
ASTERACEAE,Aster,hydrophilus,Greene,18,2,Fe,?,1.63,"Stucky and Jackson, 1975 (Ref. 94)",P,Eudicot,1982,Aster_hydrophilus,,,,1,,,1,1
ASTERACEAE,Aster,lanceolatus,,,8,FC:PI,Y,2.71,"Kubesovö et al., 2010 (Ref. 630)",P,Eudicot,2012,Aster_lanceolatus,,,,1,,,,0
ASTERACEAE,Aster,oblongifolius,Nutt.,10,2,Fe,?,1.9,"Stucky and Jackson, 1975 (Ref. 94)",P?,Eudicot,1982,Aster_oblongifolius,,,,1,,,1,1
ASTERACEAE,Aster,riparius,H.B.K.,10,2,Fe,?,3.03,"Stucky and Jackson, 1975 (Ref. 94)",A,Eudicot,1982,Aster_riparius,,,,1,,,1,1
ASTERACEAE,Aster,tripolium,L.,18,2,CIA,Y,10.72,"Dolenc Koce et al., 2008 (Ref. 580)",P,Eudicot,2011,Aster_tripolium,,,,1,,,1,1
FABACEAE,Astragalus,angustifolius,Lam.,16,,FC:PI,Y,0.73,"Siljak-Yakovlev et al., 2010 (Ref. 634)",P,Eudicot,2012,Astragalus_angustifolius,,,,1,,,,0
FABACEAE,Astragalus,glycyphyllos,L.,16,2,FC:PI,Y,0.75,"Temsch et al., 2010 (Ref. 627)",P,Eudicot,2012,Astragalus_glycyphyllos,,,,1,,,1,1
FABACEAE,Astragalus,vesicarius,L.,16,,FC:PI,Y,1.15,"Siljak-Yakovlev et al., 2010 (Ref. 634)",P,Eudicot,2012,Astragalus_vesicarius,,,,1,,,,0
APIACEAE,Astrodaucus,littoralis,(Bieb.) Drude,20,2,Fe,?,5.18,"Owens, 1974 (Ref. 25)",B,Eudicot,1976,Astrodaucus_littoralis,,,,1,,,1,1
APIACEAE,Astrodaucus,orientalis,(L.) Drude,20,2,Fe,?,4.9,"Owens, 1974 (Ref. 25)",B,Eudicot,1976,Astrodaucus_orientalis,,,,1,,,1,1
CACTACEAE,Astrophytum,ornatum,Britt. & Rose,,,FC:PI,N,1.83,"Sliwinska et al., 2009 (Ref. 624)",P,Eudicot,2012,Astrophytum_ornatum,,,,1,,,,0
RUTACEAE,Atalantia,ceylanica,(Arn.) Oliv.),18,2,FC:PI,N,0.53,"Kayim et al., 1998 (Ref. 426)",P,Eudicot,2005a,Atalantia_ceylanica,,,,1,,,1,1
RUTACEAE,Atalantia,monophylla,Benth.,18,2,Fe,N,0.58,"Ohri and Kumar, 1986 (Ref. 185)",P,Eudicot,1995,Atalantia_monophylla,,,,1,,,1,1
ASTERACEAE,Atractylis,preauxiana,Sch. Bip.,20,2,FC:PI,,3.99,"Suda et al., 2005 (Ref. 552)",P,Eudicot,2011,Atractylis_preauxiana,,,,1,,,1,1
AMARANTHACEAE,Atriplex,californica,Moq.,18,2,Fe,N,0.43,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",P,Eudicot,1982,Atriplex_californica,,,,1,,,1,1
AMARANTHACEAE,Atriplex,canescens,Pursh. Nutt,,,FC:PI,N,1.64,"Aouissat et al., 2009 (Ref. 655)",P,Eudicot,2012,Atriplex_canescens,,,,1,,,,0
AMARANTHACEAE,Atriplex,fruticulosa,Jepson,,2,Fe,N,0.75,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",P,Eudicot,1982,Atriplex_fruticulosa,,,,1,,,,0
AMARANTHACEAE,Atriplex,halimus,L.,18,2,FC:PI,N,1.22,"Walker et al., 2005 (Ref. 469)",P,Eudicot,2011,Atriplex_halimus,1,,,1,,,1,1
AMARANTHACEAE,Atriplex,halimus,L.,36,4,FC:PI,N,2.39,"Walker et al., 2005 (Ref. 469)",P,Eudicot,2011,Atriplex_halimus,1,,,0,,,1,0
AMARANTHACEAE,Atriplex,hortensis,L.,,2,Fe,N,1.18,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",A,Eudicot,1982,Atriplex_hortensis,,,,1,,,,0
AMARANTHACEAE,Atriplex,nummularia,Lindl.,,,FC:PI,,2.99,"Morgan & Westoby, 2005 (Ref. 526)",P,Eudicot,2011,Atriplex_nummularia,,,,1,,,,0
AMARANTHACEAE,Atriplex,patula,L.,36,4,Fe,?,2.15,"Band, 1984 (Ref. 154)",A,Eudicot,1991,Atriplex_patula,,,,1,,,1,1
AMARANTHACEAE,Atriplex,phyllostegia,(Torr.) S.Wats,18,2,RK,?,0.48,"Belford and Thompson, 1981 (Ref. 150)",A,Eudicot,1991,Atriplex_phyllostegia,,,,1,,,1,1
AMARANTHACEAE,Atriplex,polycarpa,(Torr.) Wats.,,,FC:PI,N,1.52,"Sliwinska et al., 2009 (Ref. 624)",P,Eudicot,2012,Atriplex_polycarpa,,,,1,,,,0
AMARANTHACEAE,Atriplex,portulacoides,L.,36,4,CIA,Y,0.92,"Dolenc Koce et al., 2008 (Ref. 580)",A,Eudicot,2011,Atriplex_portulacoides,,,,1,,,1,1
AMARANTHACEAE,Atriplex,prostrata,Bouch. ex DC.,18,2,CIA,Y,0.76,"Dolenc Koce et al., 2008 (Ref. 580)",A,Eudicot,2011,Atriplex_prostrata,,,,1,,,1,1
AMARANTHACEAE,Atriplex,rosea,L.,,2,Fe,N,0.95,"Bennett MD, Smith JB, Heslop-Harrison, 1982 (Ref. 55)",A,Eudicot,1982,Atriplex_rosea,,,,1,,,,0
AMARANTHACEAE,Atriplex,sabulosa,Rouy,18,2,RK,?,0.43,"Belford and Thompson, 1981 (Ref. 150)",A,Eudicot,1991,Atriplex_sabulosa,,,,1,,,1,1
AMARANTHACEAE,Atriplex,semibaccata,R.Br.,,,FC:PI,,0.85,"Morgan & Westoby, 2005 (Ref. 526)",P,Eudicot,2011,Atriplex_semibaccata,,,,1,,,,0
AMARANTHACEAE,Atriplex,serenana,A.Nelson,18,2,RK,?,0.43,"Belford and Thompson, 1981 (Ref. 150)",A,Eudicot,1991,Atriplex_serenana,,,,1,,,1,1
AMARANTHACEAE,Atriplex,stipitata,,,,FC:PI,,0.92,"Morgan & Westoby, 2005 (Ref. 526)",,Eudicot,2011,Atriplex_stipitata,,,,1,,,,0
AMARANTHACEAE,Atriplex,triangularis,Willd.,18,2,RK,?,0.7,"Belford and Thompson, 1981 (Ref. 150)",-,Eudicot,1991,Atriplex_triangularis,,,,1,,,1,1
AMARANTHACEAE,Atriplex,truncata,(Torr.) A.Gray,18,2,RK,?,0.58,"Belford and Thompson, 1981 (Ref. 150)",A,Eudicot,1991,Atriplex_truncata,,,,1,,,1,1
AMARANTHACEAE,Atriplex,vesicaria,Heward ex Benth.,,,FC:PI,,1.5,"Morgan & Westoby, 2005 (Ref. 526)",P,Eudicot,2011,Atriplex_vesicaria,,,,1,,,,0
SOLANACEAE,Atropa,bella-donna,L.,72,6,Fe,?,1.95,"Olszewska and Osiecka, 1983 (Ref. 156)",P,Eudicot,1991,Atropa_bella-donna,,,,1,,,1,1
BRASSICACEAE,Aubrieta,deltoidea,(L.) DC.,16,2,FC:PI,Y,0.42,"Lysök et al., 2009 (Ref. 599)",,Eudicot,2011,Aubrieta_deltoidea,,,,1,,,1,1
GARRYACEAE,Aucuba,japonica,Thunb.,,,FC:PI,N,12.85,"Zonneveld et al., 2005 (Ref. 466)",P,Eudicot,2005b,Aucuba_japonica,,,,1,,,,0
POACEAE,Australopyrum,calcis,Connor & Molloy,14,2,FC:PI,Y,5.64,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Australopyrum_calcis,,,,1,,,1,1
AUSTROBAILEYACEAE,Austrobaileya,scandens,C.T.White,44,,FC:PI,Y,9.52,"Leitch and Hanson, 2002 (Ref. 381)",P,Basal Angiosperm,2005a,Austrobaileya_scandens,,,,1,,,,0
POACEAE,Austrodanthonia,caespitosa,(Gaudich.) H.P.Linder,,,FC:PI,,2.98,"Morgan & Westoby, 2005 (Ref. 526)",P,Monocot,2011,Austrodanthonia_caespitosa,,,,1,,,,0
POACEAE,Austrofestuca,littoralis,(Labill.) E.B.Alexeev.,28,4,FC:PI,Y,3.71,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Austrofestuca_littoralis,,,,1,,,1,1
POACEAE,Austrostipa,stipoides,(Hook.f.) S.W.L.Jacobs & J.Everett,44,4,FC:PI,Y,1.58,"Murray et al., 2005 (Ref. 528)",P,Monocot,2011,Austrostipa_stipoides,,,,1,,,1,1
POACEAE,Avena,abyssinica,Hochst.,14,2,Fe,?,4.8,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_abyssinica,1,,,1,,,1,1
POACEAE,Avena,abyssinica,Hochst.,28,4,Fe,N,8.95,"Bullen and Rees, 1972 (Ref. 34)",A,Monocot,1976,Avena_abyssinica,1,,,0,,,1,0
POACEAE,Avena,barbata,Pott.,28,4,Fe,?,8.93,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_barbata,,,,1,,,1,1
POACEAE,Avena,brevis,Roth.,14,2,Fe,?,4.73,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_brevis,,,,1,,,1,1
POACEAE,Avena,byzantina,C.Koch,42,6,Fe,?,13.7,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_byzantina,,,,1,,,1,1
POACEAE,Avena,clauda,Durieu,14,2,Fe,?,5.28,"Iiyama and Grant, 1972 (Ref. 35)",A,Monocot,1976,Avena_clauda,,,,1,,,1,1
POACEAE,Avena,fatua,L.,42,6,Fe,N,14.15,"Bullen and Rees, 1972 (Ref. 34)",A,Monocot,1976,Avena_fatua,,,,1,,,1,1
POACEAE,Avena,hirtula,Lag.,14,2,Fe,?,4.4,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_hirtula,,,,1,,,1,1
POACEAE,Avena,longiglumis,Durieu,14,2,Fe,?,5.33,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_longiglumis,,,,1,,,1,1
POACEAE,Avena,ludoviciana,Durieu,42,6,Fe,?,12.53,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_ludoviciana,,,,1,,,1,1
POACEAE,Avena,magna,Murphy &Terrell,28,4,Fe,?,9.3,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_magna,,,,1,,,1,1
POACEAE,Avena,nuda,L.,42,6,Fe,N,12.93,"Bullen and Rees, 1972 (Ref. 34)",A,Monocot,1976,Avena_nuda,,,,1,,,1,1
POACEAE,Avena,nudi-brevis,Vav.,14,2,Fe,N,4.4,"Bullen and Rees, 1972 (Ref. 34)",A,Monocot,1976,Avena_nudi-brevis,,,,1,,,1,1
POACEAE,Avena,pilosa,M.Bieb.,14,2,Fe,?,4.73,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_pilosa,,,,1,,,1,1
POACEAE,Avena,sativa,L.,42,6,Fe,?,13.23,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_sativa,,,,1,,,1,1
POACEAE,Avena,sterilis,L.,42,6,Fe,?,13.65,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_sterilis,,,,1,,,1,1
POACEAE,Avena,strigosa,Schreb.,14,2,Fe,?,4,"Bennett and Smith, 1976 (Ref. 2)",A,Monocot,1976,Avena_strigosa,,,,1,,,1,1
POACEAE,Avena,vaviloviana,Malz.,28,4,Fe,N,8.5,"Bullen and Rees, 1972 (Ref. 34)",A,Monocot,1976,Avena_vaviloviana,,,,1,,,1,1
POACEAE,Avena,ventricosa,,14,2,Fe,?,5.48,"Iiyama and Grant, 1972 (Ref. 35)",A,Monocot,1976,Avena_ventricosa,,,,1,,,1,1
POACEAE,Avena,wiestii,Steud.,14,2,Fe,N,5.13,"Bullen and Rees, 1972 (Ref. 34)",A,Monocot,1976,Avena_wiestii,,,,1,,,1,1
POACEAE,Avenella,flexuosa,(L.) Parl.,28,4,Fe,?,6.08,"Albers, 1980 (Ref. 73)",P,Monocot,1982,Avenella_flexuosa,,,,1,,,1,1
POACEAE,Avenula,pratensis,(L.) Dumort.,42,6,Fe,?,17.95,"Grime et al., 1985 (Ref. 133)",P,Monocot,1991,Avenula_pratensis,,,,1,,,1,1
POACEAE,Avenula,pubescens,(Hudson) Dumort.,14,2,Fe,?,5.05,"Grime et al., 1985 (Ref. 133)",P,Monocot,1991,Avenula_pubescens,,,,1,,,1,1
OXALIDACEAE,Averrhoa,carambola,L.,,,Fe,N,0.24,"Ohri, 2002 (Ref. 454)",P,Eudicot,2005a,Averrhoa_carambola,,,,1,,,,0
MELIACEAE,Azadirachta,indica,A.Juss,28,,Fe,N,0.39,"Ohri, 2002 (Ref. 454)",P,Eudicot,2005a,Azadirachta_indica,,,,1,,,,0
CAMPANULACEAE,Azorina,vidalii,(H. C. Watson) Feer,56,8,FC:PI,,1.07,"Suda et al., 2005 (Ref. 552)",P,Eudicot,2011,Azorina_vidalii,,,,1,,,1,1
IRIDACEAE,Babiana,virginea,Goldbl.,14,2,Fe,?,1.53,"Goldblatt et al., 1984 (Ref. 137)",P,Monocot,1991,Babiana_virginea,,,,1,,,1,1
PLANTAGINACEAE,Bacopa,caroliniana,Rob.,68,,Fe,Y,1.2,"Baum et al., 1989 (Ref. 269-D)",-,Eudicot,1995,Bacopa_caroliniana,,,,1,,,,0
ARECACEAE,Bactris,hondurensis,Standl.,30,2,Fe,Y,4.08,"R_ser et al., 1997 (Ref. 271)",P,Monocot,1997,Bactris_hondurensis,,,,1,,,1,1
ASTERACEAE,Baileya,multiradiata,Harv. & A.Gray ex Torr.,,,FC:PI,N,7.32,"Sliwinska et al., 2009 (Ref. 624)",AP,Eudicot,2012,Baileya_multiradiata,,,,1,,,,0
PROTEACEAE,Banksia,marginata,,,,FC:PI,,0.85,"Morgan & Westoby, 2005 (Ref. 526)",P,Eudicot,2011,Banksia_marginata,,,,1,,,,0
ORCHIDACEAE,Barkeria,lindleyana,Batem. ex Lindl.,,,FC:PI,N,1.65,"Jones et al., 1998 (Ref. 307)",P,Monocot,2000,Barkeria_lindleyana,,,,1,,,,0
LECYTHIDACEAE,Barringtonia,acutangula,(L.) Gaertn.,26,2,Fe,N,1.14,"Ohri et al., 2004 (Ref. 501)",P,Eudicot,2011,Barringtonia_acutangula,,,,1,,,1,1
BASELLACEAE,Basella,alba,L.,,,Fe,N,1.79,"Hanson et al., 2005 (Ref. 612)",P,Eudicot,2011,Basella_alba,,,,1,,,,0
FABACEAE,Bauhinia,blakeana,Dunn.,,,Fe,N,0.6,"Ohri et al., 2004 (Ref. 501)",P,Eudicot,2011,Bauhinia_blakeana,,,,1,,,,0
FABACEAE,Bauhinia,galpinii,N.E.Br.,28,2,Fe,N,0.66,"Ohri et al., 2004 (Ref. 501)",P,Eudicot,2011,Bauhinia_galpinii,,,,1,,,1,1
FABACEAE,Bauhinia,hookeri,(F.Muell.) Pedley,26,,Fe,N,0.63,"Ohri, 2002 (Ref. 454)",P,Eudicot,2005a,Bauhinia_hookeri,,,,1,,,,0
FABACEAE,Bauhinia,monandra,Kurz,24,2,Fe,N,0.72,"Ohri et al., 2004 (Ref. 501)",P,Eudicot,2011,Bauhinia_monandra,,,,1,,,1,1
FABACEAE,Bauhinia,purpurea,L.,28,2,Fe,N,0.6,"Ohri and Kumar, 1986 (Ref. 185)",P,Eudicot,1995,Bauhinia_purpurea,,,,1,,,1,1
FABACEAE,Bauhinia,tomentosa,L.,28,2,Fe,N,0.63,"Ohri, 2002 (Ref. 454)",P,Eudicot,2005a,Bauhinia_tomentosa,,,,1,,,1,1
ASPARAGACEAE,Beaucarnea,recurvata,Lemaire,38,,FC:PI,N,8.8,"Zonneveld, 2003 (Ref. 482)",P,Monocot,2011,Beaucarnea_recurvata,,,,1,,,,0
ARECACEAE,Beccariophoenix,madagascariensis,Jum. & H.Perrier,36,2,Fe,Y,1.8,"R_ser et al., 1997 (Ref. 271)",P,Monocot,1997,Beccariophoenix_madagascariensis,,,,1,,,1,1
BEGONIACEAE,Begonia,albo-picta,,,,FC:PI,N,0.58,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_albo-picta,,,,1,,,,0
BEGONIACEAE,Begonia,boliviensis,,28,,FC:PI,N,1.4,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_boliviensis,,,,1,,,,0
BEGONIACEAE,Begonia,bowerae,,,,FC:PI,N,0.73,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_bowerae,,,,1,,,,0
BEGONIACEAE,Begonia,brevirimosa,,,,FC:PI,N,0.93,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_brevirimosa,,,,1,,,,0
BEGONIACEAE,Begonia,coccinea,,,,FC:PI,N,0.56,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_coccinea,,,,1,,,,0
BEGONIACEAE,Begonia,corallina,,,,FC:PI,N,0.78,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_corallina,,,,1,,,,0
BEGONIACEAE,Begonia,cucullata,,34,,FC:PI,N,0.3,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_cucullata,,,,1,,,,0
BEGONIACEAE,Begonia,diadema,,,,FC:PI,N,0.58,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_diadema,,,,1,,,,0
BEGONIACEAE,Begonia,dietrichiana,,,,FC:PI,N,0.25,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_dietrichiana,,,,1,,,,0
BEGONIACEAE,Begonia,dregei,,26,,FC:PI,N,0.66,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_dregei,,,,1,,,,0
BEGONIACEAE,Begonia,echinosepala,,,,FC:PI,N,0.32,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_echinosepala,,,,1,,,,0
BEGONIACEAE,Begonia,fischeri,,92,,FC:PI,N,0.89,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_fischeri,,,,1,,,,0
BEGONIACEAE,Begonia,glaba,,,,FC:PI,N,0.26,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_glaba,,,,1,,,,0
BEGONIACEAE,Begonia,grandis,,,,FC:PI,N,0.68,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_grandis,,,,1,,,,0
BEGONIACEAE,Begonia,heracleifolia,,,,FC:PI,N,0.75,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_heracleifolia,,,,1,,,,0
BEGONIACEAE,Begonia,hispida,,,,FC:PI,N,0.35,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_hispida,,,,1,,,,0
BEGONIACEAE,Begonia,listada,,,,FC:PI,N,0.31,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_listada,,,,1,,,,0
BEGONIACEAE,Begonia,luxuarians,,,,FC:PI,N,0.32,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_luxuarians,,,,1,,,,0
BEGONIACEAE,Begonia,maculata,,,,FC:PI,N,0.53,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_maculata,,,,1,,,,0
BEGONIACEAE,Begonia,manicata,,,,FC:PI,N,0.71,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_manicata,,,,1,,,,0
BEGONIACEAE,Begonia,metallica,,,,FC:PI,N,0.35,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_metallica,,,,1,,,,0
BEGONIACEAE,Begonia,odorata,,,,FC:PI,N,0.56,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_odorata,,,,1,,,,0
BEGONIACEAE,Begonia,partita,,,,FC:PI,N,0.63,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_partita,,,,1,,,,0
BEGONIACEAE,Begonia,pearcei,,,,FC:PI,N,1.46,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_pearcei,,,,1,,,,0
BEGONIACEAE,Begonia,radicans,,,,FC:PI,N,0.58,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_radicans,,,,1,,,,0
BEGONIACEAE,Begonia,schmidtiana,,,,FC:PI,N,0.38,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_schmidtiana,,,,1,,,,0
BEGONIACEAE,Begonia,serratipetala,,,,FC:PI,N,0.91,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_serratipetala,,,,1,,,,0
BEGONIACEAE,Begonia,socotrana,Hook.,,,FC,-,0.63,"Marie and Brown, 1993 (Ref. 290)",-,Eudicot,1997,Begonia_socotrana,,,,1,,,,0
BEGONIACEAE,Begonia,solananthera,,,,FC:PI,N,0.57,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_solananthera,,,,1,,,,0
BEGONIACEAE,Begonia,soli-mutata,,,,FC:PI,N,0.31,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_soli-mutata,,,,1,,,,0
BEGONIACEAE,Begonia,subvillosa,,34,,FC:PI,N,0.29,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_subvillosa,,,,1,,,,0
BEGONIACEAE,Begonia,sutherlandii,,,,FC:PI,N,0.61,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_sutherlandii,,,,1,,,,0
BEGONIACEAE,Begonia,tomentosa,,,,FC:PI,N,0.34,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_tomentosa,,,,1,,,,0
BEGONIACEAE,Begonia,ulmifolia,,,,FC:PI,N,0.25,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_ulmifolia,,,,1,,,,0
BEGONIACEAE,Begonia,undulata,,,,FC:PI,N,0.56,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_undulata,,,,1,,,,0
BEGONIACEAE,Begonia,venosa,,,,FC:PI,N,0.25,"Dewitte et al., 2009 (Ref. 618)",P,Eudicot,2012,Begonia_venosa,,,,1,,,,0
ASPARAGACEAE,Bellevalia,desertorum,Eig & Feinbrun,,,FC:PI,N,24.49,"Vesely et al., 2011 (Ref. 675)",P,Monocot,2012,Bellevalia_desertorum,,,,1,,,,0
ASPARAGACEAE,Bellevalia,dubia,(Guss.) Rchb.,8,2,Fe,?,12,"Maggini and de Dominicis, 1977 (Ref. 62)",P,Monocot,1982,Bellevalia_dubia,,,,1,,,1,1
ASPARAGACEAE,Bellevalia,forniculata,,8,2,Fe,N,6,"Hanson et al., 1993 (Ref. 269-I)",P,Monocot,1995,Bellevalia_forniculata,,,,1,,,1,1
